booth_number,company_name,show_type,product_name,company_url,country,country_code,country_code_lower,flag_url
2G-33,"KONGO CHEMICAL CO., LTD.",Ingredients,not provided,detail.php?exid=CF25110435&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-33,"KONGO CHEMICAL CO., LTD.",Ingredients,not provided,detail.php?exid=CF25110435&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2E-38,"Konishiyasu Co.,Ltd.",Ingredients,not provided,detail.php?exid=C18148379&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
TBD,Korea Pharmaceutical Traders Association  (KPTA),Ingredients,not provided,detail.php?exid=C14016420&sidSuffix=s20260203221243470&previous=,NA,KR,kr,NA
1A-34,"KOUGEN SANGYO CO.,LTD",Outsourcing,not provided,detail.php?exid=CF23145159&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1A-14,"Kuraray Co.,Ltd.",Outsourcing,not provided,detail.php?exid=CF24120420&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3F-25,"Kuryuu Bio-Pharmaceuticals Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF26113707&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2B-30,Kyodo International Corporation,Ingredients,not provided,detail.php?exid=CF24151835&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
3D-31,"Kyongbo Pharmaceutical Co., Ltd",Ingredients,7-ACT for Ceftriaxone,detail.php?exid=C14018948&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
3D-31,"Kyongbo Pharmaceutical Co., Ltd",Ingredients,7-ACT for Ceftriaxone,detail.php?exid=C14018948&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
3D-31,"Kyongbo Pharmaceutical Co., Ltd",Ingredients,7-AMC for Cefroxadine,detail.php?exid=C14018948&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
3D-31,"Kyongbo Pharmaceutical Co., Ltd",Ingredients,7-AMC for Cefroxadine,detail.php?exid=C14018948&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
3D-31,"Kyongbo Pharmaceutical Co., Ltd",Ingredients,7-AMCA for Cefpodoxime,detail.php?exid=C14018948&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
3D-31,"Kyongbo Pharmaceutical Co., Ltd",Ingredients,7-AMCA for Cefpodoxime,detail.php?exid=C14018948&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
3D-31,"Kyongbo Pharmaceutical Co., Ltd",Ingredients,7-ANCA for Ceftizoxime and Ceftibuten,detail.php?exid=C14018948&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
3D-31,"Kyongbo Pharmaceutical Co., Ltd",Ingredients,7-ANCA for Ceftizoxime and Ceftibuten,detail.php?exid=C14018948&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
3D-31,"Kyongbo Pharmaceutical Co., Ltd",Ingredients,7-DMT for Cefotiam,detail.php?exid=C14018948&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
3D-31,"Kyongbo Pharmaceutical Co., Ltd",Ingredients,7-DMT for Cefotiam,detail.php?exid=C14018948&sidSuffix=s20260203221243470&previous=,SOUTH KOREA,KR,kr,https://flagcdn.com/w40/kr.png
2H-21,"KYOWA PHARMA CHEMICAL CO., LTD.",Ingredients,not provided,detail.php?exid=CF22109474&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2H-21,"KYOWA PHARMA CHEMICAL CO., LTD.",Ingredients,not provided,detail.php?exid=CF22109474&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1B-45,Labfit&Pharmapoli,Outsourcing,not provided,detail.php?exid=CF26158775&sidSuffix=s20260203221243470&previous=,PORTUGAL,PT,pt,https://flagcdn.com/w40/pt.png
IT-04,LABORATORI ALCHEMIA,Ingredients,not provided,detail.php?exid=C14018386&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
2D-29,Laksh Finechem Pvt Ltd,Ingredients,not provided,detail.php?exid=CF25162642&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
2D-29,Laksh Finechem Pvt Ltd,Ingredients,not provided,detail.php?exid=CF25162642&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3D-25,Lianhe Aigen Pharma,Ingredients,not provided,detail.php?exid=C14016272&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1G-43,"LIANYUNGANG RIFENG CALCIUM&MAGNESIUM CO., LTD",Ingredients,not provided,detail.php?exid=CF25164047&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
2B-44,"LIFECOME BIOCHEMISTRY CO., LTD.",Ingredients,not provided,detail.php?exid=CF26164716&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1D-10,Lonza,Outsourcing,not provided,detail.php?exid=C14016176&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1D-10,Lonza,Outsourcing,not provided,detail.php?exid=C14016176&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1D-10,Lonza,Outsourcing,not provided,detail.php?exid=C14016176&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3A-04,"LUNAN NEW TIME BIO-TECH CO., LTD.",Ingredients,not provided,detail.php?exid=CF24152421&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3A-04,"LUNAN NEW TIME BIO-TECH CO., LTD.",Ingredients,not provided,detail.php?exid=CF24152421&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-44,Lupin Manufacturing Solutions Limited,Outsourcing,not provided,detail.php?exid=CF26188064&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
IT-15,LUSOCHIMICA,Ingredients,not provided,detail.php?exid=CF25183466&sidSuffix=s20260203221243470&previous=,NA,PT,pt,NA
2G-22,MANAC Incorporated,Ingredients,not provided,detail.php?exid=C14016193&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2D-07,Manareco Japan,Ingredients,not provided,detail.php?exid=CF23142193&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2D-07,Manareco Japan,Ingredients,not provided,detail.php?exid=CF23142193&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2D-07,Manareco Japan,Ingredients,not provided,detail.php?exid=CF23142193&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
IT-14,MAR-FARMA,Ingredients,not provided,detail.php?exid=CF26113408&sidSuffix=s20260203221243470&previous=,NA,ES,es,NA
3C-50,Marubeni Chemix Corporation,Ingredients,not provided,detail.php?exid=CF26103531&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2D-35,"MARUZEN CHEMICALS CO., LTD.",Ingredients,not provided,detail.php?exid=C14017461&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2D-35,"MARUZEN CHEMICALS CO., LTD.",Ingredients,not provided,detail.php?exid=C14017461&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2D-35,"MARUZEN CHEMICALS CO., LTD.",Ingredients,not provided,detail.php?exid=C14017461&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2E-32,Matrix Pharmacorp Private Limited,Ingredients,not provided,detail.php?exid=C15125575&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
2H-01,"MDL CHEMIPHARM CO.,LTD",Ingredients,not provided,detail.php?exid=CF26135409&sidSuffix=s20260203221243470&previous=,NA,KR,kr,NA
3D-02,Médecins du Monde Japan,Ingredients,not provided,detail.php?exid=CF21110147&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3F-23,MediumBank,Bio Pharma,not provided,detail.php?exid=CF26139880&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1J-48,Metrochem API Private Limited,Ingredients,not provided,detail.php?exid=C14017458&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
1F-01,Mie Prefecture Environmental Conservation Agency,Outsourcing,not provided,detail.php?exid=CF26114193&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2B-10,MINAKEM SAS,Ingredients,not provided,detail.php?exid=C18182394&sidSuffix=s20260203221243470&previous=,FRANCE,FR,fr,https://flagcdn.com/w40/fr.png
3G-21,"Mitsui Fudosan Co., Ltd.",Bio Pharma,not provided,detail.php?exid=CF25171168&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2C-48,MOREPEN LABORATORIES LIMITED,Ingredients,not provided,detail.php?exid=CF25181575&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
3D-30,MSN LABORATORIES,Ingredients,not provided,detail.php?exid=CF24174085&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3D-30,MSN LABORATORIES,Ingredients,not provided,detail.php?exid=CF24174085&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
2F-26,MUROMACHI CHEMICALS INC.,Ingredients,not provided,detail.php?exid=C15174894&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2F-26,MUROMACHI CHEMICALS INC.,Ingredients,not provided,detail.php?exid=C15174894&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2F-26,MUROMACHI CHEMICALS INC.,Ingredients,not provided,detail.php?exid=C15174894&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-36,"Nagase & Co., Ltd.",Ingredients,not provided,detail.php?exid=C19190545&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-36,"Nagase & Co., Ltd.",Ingredients,not provided,detail.php?exid=C19190545&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3G-39,"NAKAMURA SCIENTIFIC INSTRUMENT CO., LTD.",Machinery/Equipment,not provided,detail.php?exid=F19199103&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3G-39,"NAKAMURA SCIENTIFIC INSTRUMENT CO., LTD.",Machinery/Equipment,not provided,detail.php?exid=F19199103&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3C-47,"NAKAMURA SCIENTIFIC INSTRUMENT CO., LTD.",Ingredients,not provided,detail.php?exid=CF25127128&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3C-47,"NAKAMURA SCIENTIFIC INSTRUMENT CO., LTD.",Ingredients,not provided,detail.php?exid=CF25127128&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3D-45,"NAKAMURA TRADING (HONGKONG) CO., LTD",Ingredients,not provided,detail.php?exid=CF26144681&sidSuffix=s20260203221243470&previous=,HONG KONG,HK,hk,https://flagcdn.com/w40/hk.png
3H-35,"NAKAYAMA Corporation, Ltd.",Machinery/Equipment,not provided,detail.php?exid=CF26187230&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1C-41,"Namiki Shoji Co., Ltd.",Outsourcing,not provided,detail.php?exid=C16171548&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1C-41,"Namiki Shoji Co., Ltd.",Outsourcing,not provided,detail.php?exid=C16171548&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1C-41,"Namiki Shoji Co., Ltd.",Outsourcing,not provided,detail.php?exid=C16171548&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1B-05,"Nanjing Dorra Pharmaceutical Technology Co., Ltd",Outsourcing,not provided,detail.php?exid=C14018823&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
3D-04,Nanjing Joyin Pharmachem Co. Ltd.,Ingredients,not provided,detail.php?exid=C15153622&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1H-50,"Nanjing Sincerity Chemical Co., Ltd",Ingredients,not provided,detail.php?exid=CF26140522&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
3C-17,NanoMicro,Ingredients,not provided,detail.php?exid=CF26147549&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1J-01,"NANTONG ACETIC ACID CHEMICAL CO., LTD.",Ingredients,not provided,detail.php?exid=C14016665&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1J-01,"NANTONG ACETIC ACID CHEMICAL CO., LTD.",Ingredients,not provided,detail.php?exid=C14016665&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
1B-33,Navin Molecular,Outsourcing,not provided,detail.php?exid=CF25139385&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-33,Navin Molecular,Outsourcing,not provided,detail.php?exid=CF25139385&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3A-10,NCK A/S,Ingredients,not provided,detail.php?exid=CF24122085&sidSuffix=s20260203221243470&previous=,DENMARK,DK,dk,https://flagcdn.com/w40/dk.png
3A-10,NCK A/S,Ingredients,not provided,detail.php?exid=CF24122085&sidSuffix=s20260203221243470&previous=,DENMARK,DK,dk,https://flagcdn.com/w40/dk.png
3A-10,NCK A/S,Ingredients,not provided,detail.php?exid=CF24122085&sidSuffix=s20260203221243470&previous=,DENMARK,DK,dk,https://flagcdn.com/w40/dk.png
1D-32,"NEO CHEMICAL CO., LTD",Outsourcing,not provided,detail.php?exid=F18116387&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1D-32,"NEO CHEMICAL CO., LTD",Outsourcing,not provided,detail.php?exid=F18116387&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2C-04,NEOGEN CHEMICALS,Ingredients,not provided,detail.php?exid=C15120190&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
2G-10,Neuland Laboratories K.K.,Ingredients,not provided,detail.php?exid=C14018002&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2C-35,NEUTEC Pharmaceutical,Ingredients,not provided,detail.php?exid=CF26185767&sidSuffix=s20260203221243470&previous=,TURKIYE,TR,tr,https://flagcdn.com/w40/tr.png
1A-28,NewAtom Labs Private Limited,Outsourcing,not provided,detail.php?exid=CF25138083&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
IT-10,NEWCHEM,Ingredients,not provided,detail.php?exid=CF23197870&sidSuffix=s20260203221243470&previous=,NA,KR,kr,NA
3G-31,Nihon Waters K.K.,Machinery/Equipment,not provided,detail.php?exid=C14018719&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1H-31,"Nikko Chemicals Co., Ltd.",Ingredients,not provided,detail.php?exid=CF25183586&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1H-31,"Nikko Chemicals Co., Ltd.",Ingredients,not provided,detail.php?exid=CF25183586&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1H-31,"Nikko Chemicals Co., Ltd.",Ingredients,not provided,detail.php?exid=CF25183586&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1H-40,"Nikko Chemicals Co., Ltd.",Ingredients,not provided,detail.php?exid=C14013997&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1H-40,"Nikko Chemicals Co., Ltd.",Ingredients,not provided,detail.php?exid=C14013997&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1H-40,"Nikko Chemicals Co., Ltd.",Ingredients,not provided,detail.php?exid=C14013997&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3C-30,"NINGBO CHEMIK CO., LTD.",Ingredients,not provided,detail.php?exid=CF24184512&sidSuffix=s20260203221243470&previous=,NA,CN,cn,NA
1F-04,Ningbo Fengrui Fine Chemical Ltd.,Ingredients,not provided,detail.php?exid=C14017387&sidSuffix=s20260203221243470&previous=,CHINA,CN,cn,https://flagcdn.com/w40/cn.png
2C-36,"NIPPOH CHEMICALS CO., LTD.",Ingredients,not provided,detail.php?exid=C14014070&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2C-36,"NIPPOH CHEMICALS CO., LTD.",Ingredients,not provided,detail.php?exid=C14014070&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2C-36,"NIPPOH CHEMICALS CO., LTD.",Ingredients,not provided,detail.php?exid=C14014070&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2F-42,"Nippon Becton Dickinson Co, Ltd.",Formulation ＆ Packaging,not provided,detail.php?exid=CF21178683&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2F-42,"Nippon Becton Dickinson Co, Ltd.",Formulation ＆ Packaging,not provided,detail.php?exid=CF21178683&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2C-02,"NIPPON BULK YAKUHIN CO., LTD",Ingredients,not provided,detail.php?exid=C16176428&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2C-02,"NIPPON BULK YAKUHIN CO., LTD",Ingredients,not provided,detail.php?exid=C16176428&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2C-02,"NIPPON BULK YAKUHIN CO., LTD",Ingredients,not provided,detail.php?exid=C16176428&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2A-41,"Nippon Light Metal Company, Ltd.",Ingredients,not provided,detail.php?exid=C14018912&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2E-35,"Nippon Rika Co.,Ltd.",Ingredients,not provided,detail.php?exid=CF23129209&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
1F-07,"NIPPON SHOKUBAI CO., LTD.",Ingredients,not provided,detail.php?exid=CF22169862&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-07,"NIPPON SHOKUBAI CO., LTD.",Ingredients,not provided,detail.php?exid=CF22169862&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1F-07,"NIPPON SHOKUBAI CO., LTD.",Ingredients,not provided,detail.php?exid=CF22169862&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1H-36,"NIPPON SODA CO., LTD.",Ingredients,not provided,detail.php?exid=C14016500&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1H-36,"NIPPON SODA CO., LTD.",Ingredients,not provided,detail.php?exid=C14016500&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
1H-36,"NIPPON SODA CO., LTD.",Ingredients,not provided,detail.php?exid=C14016500&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2H-42,NIPRO CORPORATION,Formulation ＆ Packaging,not provided,detail.php?exid=C14018863&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2J-49,"Nissha Co.,Ltd",Formulation ＆ Packaging,not provided,detail.php?exid=CF22171793&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2D-32,"NISSO SHOJI CO., LTD.",Ingredients,not provided,detail.php?exid=CF24132345&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2D-32,"NISSO SHOJI CO., LTD.",Ingredients,not provided,detail.php?exid=CF24132345&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2D-50,NOF CORPORATION,Ingredients,not provided,detail.php?exid=CF26101461&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2J-01,Novartis Pharma,Ingredients,not provided,detail.php?exid=CF23140983&sidSuffix=s20260203221243470&previous=,AUSTRIA,AT,at,https://flagcdn.com/w40/at.png
2J-01,Novartis Pharma,Ingredients,not provided,detail.php?exid=CF23140983&sidSuffix=s20260203221243470&previous=,AUSTRIA,AT,at,https://flagcdn.com/w40/at.png
1B-46,Novopor Advanced Science Private Limited,Outsourcing,not provided,detail.php?exid=CF26106033&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
1B-32,OC SPECIALITIES PVT. LTD.,Outsourcing,not provided,detail.php?exid=C18133867&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-32,OC SPECIALITIES PVT. LTD.,Outsourcing,not provided,detail.php?exid=C18133867&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1B-32,OC SPECIALITIES PVT. LTD.,Outsourcing,not provided,detail.php?exid=C18133867&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3D-42,Oceanic Pharmachem Pvt Ltd.,Outsourcing,not provided,detail.php?exid=CF25119221&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
3D-42,Oceanic Pharmachem Pvt Ltd.,Outsourcing,not provided,detail.php?exid=CF25119221&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1A-32,OLIC (Thailand) Limited,Outsourcing,Contract Manufacturing Dosage Forms Service,detail.php?exid=CF25111013&sidSuffix=s20260203221243470&previous=,NA,TH,th,NA
1A-32,OLIC (Thailand) Limited,Outsourcing,Contract Manufacturing Package Services,detail.php?exid=CF25111013&sidSuffix=s20260203221243470&previous=,NA,TH,th,NA
1D-48,Olive Pharmascience LTD,Outsourcing,Alfacalcidol Soft Gels 0.25 mcg,detail.php?exid=CF26136397&sidSuffix=s20260203221243470&previous=,NA,HK,hk,NA
1D-48,Olive Pharmascience LTD,Outsourcing,Alfacalcidol Soft Gels 0.50 mcg,detail.php?exid=CF26136397&sidSuffix=s20260203221243470&previous=,NA,HK,hk,NA
1D-48,Olive Pharmascience LTD,Outsourcing,Alfacalcidol Soft Gels 1 mcg,detail.php?exid=CF26136397&sidSuffix=s20260203221243470&previous=,NA,HK,hk,NA
2E-33,"OLON S,p.A.",Ingredients,not provided,detail.php?exid=C14018694&sidSuffix=s20260203221243470&previous=,ITALY,IT,it,https://flagcdn.com/w40/it.png
1A-39,OneSource Specialty Pharma,Outsourcing,Drug-device combinations,detail.php?exid=CF26162908&sidSuffix=s20260203221243470&previous=,NA,US,us,NA
1A-39,OneSource Specialty Pharma,Outsourcing,Complex injectables,detail.php?exid=CF26162908&sidSuffix=s20260203221243470&previous=,NA,US,us,NA
1A-39,OneSource Specialty Pharma,Outsourcing,Biologics,detail.php?exid=CF26162908&sidSuffix=s20260203221243470&previous=,NA,US,us,NA
1A-39,OneSource Specialty Pharma,Outsourcing,Oral technologies (softgel capsules),detail.php?exid=CF26162908&sidSuffix=s20260203221243470&previous=,NA,US,us,NA
IT-19,OPOCRIN S.P.A.,Ingredients,not provided,detail.php?exid=CF24134287&sidSuffix=s20260203221243470&previous=,NA,IT,it,NA
2G-25,OSAKA YUKA INDUSTRY LTD.,Ingredients,not provided,detail.php?exid=F19164706&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-25,OSAKA YUKA INDUSTRY LTD.,Ingredients,not provided,detail.php?exid=F19164706&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
2G-25,OSAKA YUKA INDUSTRY LTD.,Ingredients,not provided,detail.php?exid=F19164706&sidSuffix=s20260203221243470&previous=,JAPAN,JP,jp,https://flagcdn.com/w40/jp.png
3B-41,OZ International Inc.,Ingredients,not provided,detail.php?exid=CF26143893&sidSuffix=s20260203221243470&previous=,NA,JP,jp,NA
2D-21,Pacific Organic Pvt Ltd,Ingredients,not provided,detail.php?exid=CF23113754&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
2D-21,Pacific Organic Pvt Ltd,Ingredients,not provided,detail.php?exid=CF23113754&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
2D-21,Pacific Organic Pvt Ltd,Ingredients,not provided,detail.php?exid=CF23113754&sidSuffix=s20260203221243470&previous=,INDIA,IN,in,https://flagcdn.com/w40/in.png
1C-42,Patheon by Thermo Fisher Scientific,Outsourcing,not provided,detail.php?exid=C14016732&sidSuffix=s20260203221243470&previous=,NA,US,us,NA
3D-37,Paushak Limited,Ingredients,not provided,detail.php?exid=CF25195245&sidSuffix=s20260203221243470&previous=,NA,IN,in,NA
2D-47,"PERCHERON BIOCEUTICAL CO., LTD.",Ingredients,not provided,detail.php?exid=CF26163028&sidSuffix=s20260203221243470&previous=,TAIWAN,TW,tw,https://flagcdn.com/w40/tw.png
2C-09,Perfect Care,Ingredients,CERVIRON ovules,detail.php?exid=CF24195185&sidSuffix=s20260203221243470&previous=,ROMANIA,RO,ro,https://flagcdn.com/w40/ro.png
2C-09,Perfect Care,Ingredients,CERVIRON ovules,detail.php?exid=CF24195185&sidSuffix=s20260203221243470&previous=,ROMANIA,RO,ro,https://flagcdn.com/w40/ro.png
2C-09,Perfect Care,Ingredients,CERVIRON ovules,detail.php?exid=CF24195185&sidSuffix=s20260203221243470&previous=,ROMANIA,RO,ro,https://flagcdn.com/w40/ro.png
2C-09,Perfect Care,Ingredients,HALOVA ovules,detail.php?exid=CF24195185&sidSuffix=s20260203221243470&previous=,ROMANIA,RO,ro,https://flagcdn.com/w40/ro.png
2C-09,Perfect Care,Ingredients,HALOVA ovules,detail.php?exid=CF24195185&sidSuffix=s20260203221243470&previous=,ROMANIA,RO,ro,https://flagcdn.com/w40/ro.png
2C-09,Perfect Care,Ingredients,HALOVA ovules,detail.php?exid=CF24195185&sidSuffix=s20260203221243470&previous=,ROMANIA,RO,ro,https://flagcdn.com/w40/ro.png
3A-01,"Peric Special Gases Co.,Ltd",Ingredients,not provided,not provided,NA,CN,cn,NA
